Season,Player,Team,position,game_id,game_date,home_team,away_team,G,A1,A2,PTS,PrPTS,GS,SOG,eGF,eGA,GF.,PPG,PPA1,PPA2,SHG,SHA1,SHA2,FOW,FOL,PIM,Blk,TO,SV,GA
2018,Hannah  Brandt,MIN,F,22207005,2018-10-06,MIN,MET,1,1,0,2,2,1.7200000000000002,4,0,0,NA,0,0,0,0,1,0,7,10,0,0,1,0,0
2018,Jenny Ryan,MET,D,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Jonna  Curtis,MIN,F,22207005,2018-10-06,MIN,MET,0,1,0,1,1,0.75,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,Kalli Funk,MIN,F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,-0.24,0,0,0,NA,0,0,0,0,0,0,2,4,0,1,1,0,0
2018,Kate Schipper,MIN,F,22207005,2018-10-06,MIN,MET,1,1,0,2,2,1.4500000000000002,2,0,0,NA,0,0,0,0,0,0,0,2,2,0,0,0,0
2018,Katie  Fitzgerald,MET,G,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0.2200000000000002,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,3
2018,Katie McGovern,MIN,F,22207005,2018-10-06,MIN,MET,1,0,0,1,1,1.35,1,0,0,NA,1,0,0,0,0,0,7,5,0,0,0,0,0
2018,Kendall Coyne Schofield,MIN,F,22207005,2018-10-06,MIN,MET,1,1,0,2,2,2.4,8,0,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0
2018,Kiira Dosdall,MET,D,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Kristin Lewicki,MET,F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,2,2,0,0,0,0,0
2018,Lee Stecklein,MIN,D,22207005,2018-10-06,MIN,MET,0,0,3,3,0,1.92,0,0,0,NA,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,Madison Packer,MET,F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,-0.06000000000000001,1,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0
2018,Michelle Picard,MET,D,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Rebecca Morse,MET,D,22207005,2018-10-06,MIN,MET,0,0,0,0,0,-0.06000000000000001,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
2018,Rebecca Russo,MET,F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,Winny Brodt Brown,MIN,D,22207005,2018-10-06,MIN,MET,0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0
2018, Kelsey  Koelzer,MET,D,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Alexa Aramburu,MET,F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Amanda Boulier,MIN,D|F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Audra Richards,MET,F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Chelsey Brodt Rosenthal,MIN,D,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Courtney Burke,MET,D,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Fiona  McKenna,MET,F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Hannah  Brandt,MIN,F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Jenny Ryan,MET,D,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Kate Schipper,MIN,F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Kendall Coyne Schofield,MIN,F,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Kiira Dosdall,MET,D,22207005,2018-10-06,MIN,MET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
