Season,event_team,home_skaters,away_skaters,event_player_1,event_player_2
2017,BOS,5,5,Meagan Mangene,Corey  Stearns
2017,BUF,5,5,Jess Jones,Taylor Accursi
2017,BOS,5,5,Janine Weber,Kathryn Tomaselli
2017,BUF,5,5,Hayley  Scamurra,Kourtney Kunichika
2017,BOS,5,5,Janine Weber,Paige Harrington
2017,BUF,5,5,Kaylyn  Schroka,NA
2017,MET,5,4,Alexa Gruschow,Jenny Ryan
2017,BOS,5,5,Jillian Dempsey,Mary Parker
2017,MET,5,5,Kelsey  Koelzer,Kiira Dosdall
2017,MET,5,5,Madison Packer,Alexa Gruschow
2017,MET,5,4,Rebecca Morse,Kelsey  Koelzer
2017,MET,5,5,Harrison Browne,Rebecca Russo
2017,MET,5,5,Bray Ketchum,Kiira Dosdall
2017,MET,5,5,Madison Packer,Rebecca Russo
2017,BOS,4,5,Dana Trivigno,Jordan Smelker
2017,BOS,5,5,Sydney   Daniels,Alyssa Gagliardi
2017,CTW,5,5,Jordan Brickner,Emily Fluke
2017,BOS,5,5,Sydney   Daniels,Kaleigh Fratkin
2017,CTW,5,5,Jamie Goldsmith,Kaycie Anderson
2017,BUF,5,5,Kristin Lewicki,Kaylyn  Schroka
2017,BUF,5,5,Maddie  Elia,Hayley  Scamurra
2017,BUF,5,5,Hayley  Scamurra,Maddie  Elia
2017,BUF,4,5,Kourtney Kunichika,Taylor Accursi
2017,BOS,5,5,Emily Field,Jillian Dempsey
2017,BUF,5,5,Kaylyn  Schroka,Jordyn Burns
2017,BOS,5,5,Jillian Dempsey,Emily Field
2017,BUF,4,5,Rebecca  Vint,Jess Jones
2017,BOS,5,5,Jordan Smelker,Dana Trivigno
2017,BOS,5,5,Jillian Dempsey,Mary Parker
2017,CTW,5,5,Emily Fluke,Emma Greco
2017,BOS,5,5,Jordan Smelker,Dana Trivigno
2017,CTW,5,5,Cydney Roesler,NA
2017,MET,5,5,Madison Packer,Erika  Lawler
2017,MET,5,5,Madison Packer,Courtney Burke
2017,BOS,5,5,Sydney   Daniels,Jillian Dempsey
2017,MET,5,5,Madison Packer,Jenny Ryan
2017,MET,5,5,Miye D'Oench,Bray Ketchum
2017,BUF,4,5,Taylor Accursi,Sarah Casorso
2017,BUF,5,5,Sarah Shureb,Kaylyn  Schroka
2017,BUF,5,5,Taylor Accursi,Maddie  Elia
2017,CTW,5,5,Grace Klienbach,Kelly Babstock
2017,CTW,5,5,Sam Faber,Jamie Goldsmith
2017,MET,5,5,Alexa Gruschow,Miye D'Oench
2017,BUF,5,5,Corinne Buie,Kourtney Kunichika
2017,MET,4,5,Miye D'Oench,Courtney Burke
2017,MET,5,5,Alexa Gruschow,Miye D'Oench
2017,MET,4,5,Kelsey  Koelzer,Kiira Dosdall
2017,BUF,5,3,Taylor Accursi,Jess Jones
2017,MET,3,5,Rebecca Russo,Courtney Burke
2017,MET,3,4,Kelsey  Koelzer,Miye D'Oench
2017,MET,5,5,Bray Ketchum,Kelsey  Koelzer
2017,MET,5,5,Alexa Gruschow,Michelle Picard
2017,BUF,5,5,Katherine Donohue,Kristin Lewicki
2017,BUF,5,5,Kourtney Kunichika,Hayley  Scamurra
2017,MET,5,5,Jenny Ryan,Harrison Browne
2017,BUF,5,5,Hayley  Scamurra,Maddie  Elia
2017,MET,5,5,Alexa Gruschow,Courtney Burke
2017,MET,5,5,Miye D'Oench,Alexa Gruschow
2017,MET,5,5,Rebecca Russo,Harrison Browne
2017,BUF,5,5,Jess Jones,Kourtney Kunichika
2017,MET,5,5,Tatiana Rafter,Kelly Nash
2017,BUF,5,5,Kristin Lewicki,Kaylyn  Schroka
2017,MET,4,4,Kelly Nash,Kiira Dosdall
2017,MET,5,3,Miye D'Oench,Jenny Ryan
2017,MET,5,5,Rebecca Russo,Harrison Browne
2017,BUF,5,5,Jess Jones,Sarah  Edney
2017,BUF,5,5,Kristin Lewicki,Jordan  Ott
2017,CTW,5,5,Amanda Boulier,Cydney Roesler
2017,BUF,5,5,Hayley  Scamurra,Sarah  Edney
2017,CTW,5,5,Emily Fluke,Amanda Boulier
2017,BUF,5,5,Maddie  Elia,Kourtney Kunichika
2017,BUF,4,5,Taylor Accursi,Rebecca  Vint
2017,CTW,5,4,Sam Faber,Juana Baribeau
2017,BUF,5,5,Rebecca  Vint,Jordan  Juron
2017,CTW,5,5,Meghan   Huertas,Amanda Boulier
2017,BUF,5,5,Lisa Chesson,Taylor Accursi
2017,BUF,5,5,Kourtney Kunichika,Maddie  Elia
2017,CTW,5,5,Juana Baribeau,Shannon Doyle
2017,MET,4,5,Madison Packer,Rebecca Russo
2017,BUF,4,5,Hayley  Scamurra,Jordyn Burns
2017,BUF,5,4,Corinne Buie,Sarah Casorso
2017,MET,3,5,Madison Packer,Alexa Gruschow
2017,BUF,5,5,Maddie  Elia,Hayley  Scamurra
2017,BUF,4,5,Kaylyn  Schroka,NA
2017,BUF,5,5,Kristin Lewicki,Kourtney Kunichika
2017,MET,5,5,Harrison Browne,Tatiana Rafter
2017,BUF,5,5,Corinne Buie,Sarah Casorso
2017,BUF,5,5,Kristin Lewicki,Jess Jones
2017,MET,5,5,Madison Packer,Rebecca Russo
2017,CTW,5,5,Amanda Boulier,Emma Greco
2017,BUF,4,5,Sarah  Edney,Jess Jones
2017,BUF,5,5,Jordan  Juron,Jacquie Greco
2017,BUF,5,5,Hayley  Scamurra,Maddie  Elia
2017,BUF,6,5,Sarah  Edney,NA
2017,CTW,5,5,Kaycie Anderson,NA
2017,MET,4,5,Jenny Ryan,Alexa Gruschow
2017,MET,5,5,Rebecca Russo,Courtney Burke
2017,MET,5,5,Lauren Wash,Rebecca Russo
2017,MET,5,5,Tatiana Rafter,Kiira Dosdall
2017,MET,4,5,Rebecca Russo,Alexa Gruschow
2017,MET,5,5,Alexa Gruschow,Courtney Burke
2017,MET,5,5,Kelly Nash,Madison Packer
2017,MET,5,5,Miye D'Oench,Alexa Gruschow
2017,MET,5,4,Bray Ketchum,Madison Packer
2017,MET,5,5,Ashley Johnston,Miye D'Oench
2017,CTW,4,5,Jamie Goldsmith,Meghan   Huertas
2017,MET,5,5,Tatiana Rafter,Madison Packer
2017,MET,5,4,Courtney Burke,Jenny Ryan
2017,MET,5,5,Bray Ketchum,Kelsey  Koelzer
2017,MET,5,5,Rebecca Russo,Erika  Lawler
2017,MET,5,5,Tatiana Rafter,Madison Packer
2017,CTW,5,5,Meghan   Huertas,NA
2017,CTW,5,5,Kelly Babstock,Meghan   Huertas
2017,MET,4,5,Kelsey  Koelzer,Kiira Dosdall
2017,MET,4,5,Madison Packer,Alexa Gruschow
2017,MET,5,5,Madison Packer,Courtney Burke
2017,MET,5,4,Courtney Burke,Alexa Gruschow
2017,CTW,4,5,Amanda Boulier,Jordan Brickner
2017,MET,5,5,Bray Ketchum,Rebecca Russo
2017,CTW,5,5,Kelly Babstock,Amanda Boulier
2017,MET,5,4,Rebecca Russo,Madison Packer
2017,MET,5,5,Alexa Gruschow,Madison Packer
2018,MIN,5,4,Katie McGovern,Jonna  Curtis
2018,MIN,5,5,Hannah  Brandt,Kate Schipper
2018,MIN,5,5,Kate Schipper,Kendall Coyne Schofield
2018,MIN,4,6,Kendall Coyne Schofield,NA
2018,MIN,5,5,Amanda Boulier,Kate Schipper
2018,MET,4,5,Jenny Ryan,Amanda Kessel
2018,MIN,5,5,Jonna  Curtis,Allie Thunstrom
2018,MIN,5,5,Hannah  Brandt,Kate Schipper
2018,BUF,5,5,Maddie  Elia,Hayley  Scamurra
2018,BUF,5,5,Maddie  Elia,Dani Cameranesi
2018,BUF,5,5,Hayley  Scamurra,NA
2018,BUF,5,5,Hayley  Scamurra,Blake Bolden
2018,BUF,5,5,Savannah Harmon,Dani Cameranesi
2018,BUF,5,5,Annika Zalewski,Lisa Chesson
2018,BUF,5,5,Maddie  Elia,Hayley  Scamurra
2018,BUF,5,5,Annika Zalewski,Lisa Chesson
2018,BUF,5,5,Hayley  Scamurra,Dani Cameranesi
2018,BUF,5,5,Julianna  Iafallo,Maddie  Elia
2018,BUF,5,5,Corinne Buie,NA
2018,MET,5,5,Amanda Kessel,Rebecca Russo
2018,BOS,5,5,McKenna  Brand,NA
2018,BOS,5,5,Dana Trivigno,Haley Skarupa
2018,BOS,5,5,Haley Skarupa,Dana Trivigno
2018,BOS,5,5,Jillian Dempsey,Lexi Bender
2018,BOS,5,5,Emily Field,Lexi Bender
