Season,game_id,game_date,home_team,away_team,home_score,away_score,play_index,period,min,sec,game_seconds,event_interval,event_type,event_team,event_player_1,event_player_2,event_player_3,event_detail,x_coord,y_coord,home_skaters,away_skaters,event_angle,event_distance,x_coord_2,y_coord_2,x_coord_1,y_coord_1,home_goalie,away_goalie,plus_player_1,plus_player_2,plus_player_3,plus_player_4,plus_player_5,plus_player_6,minus_player_1,minus_player_2,minus_player_3,minus_player_4,minus_player_5,minus_player_6,
2018,22207038,2/12/18,MIN,BOS,2,3,64,2,16,5,1435,45,Goal,MIN,Kate Schipper,Emma Stauber,Katie McGovern,NA,-79.0416,-5.6695,5,5,29.65365396,11.45918674,-79.0416,-5.6695,79.0416,5.6695,Julie Friend,Katie Burt,Kate Schipper,Allie Thunstrom,Katie McGovern,Emma Stauber,Winny Brodt Brown,NA,Emily Field,Lauren Kelly,Toni Ann Miano ,Jordan Smelker,Jillian Dempsey,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,67,2,16,5,1435,0,Shot,BOS,Jillian Dempsey,Julie Friend,NA,NA,56.0538,-8.857,5,5,15.04719404,34.11595731,56.0538,-8.857,56.0538,-8.857,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,68,2,16,5,1435,0,Shot,MIN,Jonna  Curtis,Katie Burt,NA,NA,-63.3204,7.0805,5,5,15.41484699,26.63785533,-63.3204,7.0805,63.3204,-7.0805,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,65,2,16,5,1435,0,Faceoff,BOS,Jillian Dempsey,Sadie Lundquist,NA,NA,-0.8118,-3.1875,5,5,2.070014236,88.24578616,-0.8118,-3.1875,0.8118,3.1875,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,66,2,16,5,1435,0,Faceoff,BOS,Jillian Dempsey,Meaghan  Pezon,NA,NA,64.1124,-21.25,5,5,40.49198749,32.72545086,64.1124,-21.25,64.1124,-21.25,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,70,2,14,19,1541,106,Shot,MIN,Kate Schipper,Katie Burt,NA,NA,-67.7556,-6.018,5,5,15.81608152,22.08032734,-67.7556,-6.018,67.7556,6.018,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,69,2,14,19,1541,0,Faceoff,MIN,Katie McGovern,Gigi  Marvin,NA,NA,-64.9242,21.25,5,5,41.43255859,32.11240641,-64.9242,21.25,64.9242,-21.25,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,73,2,13,38,1582,41,Shot,MIN,Jonna  Curtis,Katie Burt,NA,NA,-82.665,-6.018,5,5,43.53001078,8.737765676,-82.665,-6.018,82.665,6.018,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,76,2,13,38,1582,0,Shot,BOS,Mallory Souliotis,Julie Friend,NA,NA,55.242,-15.9375,5,5,25.27247927,37.33103897,55.242,-15.9375,55.242,-15.9375,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,71,2,13,38,1582,0,Faceoff,MIN,Sadie Lundquist,Jillian Dempsey,NA,NA,-65.3202,-21.9555,5,5,42.83614575,32.29205643,-65.3202,-21.9555,65.3202,21.9555,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,72,2,13,38,1582,0,Faceoff,MIN,Hannah  Brandt,Dana Trivigno,NA,NA,64.9242,19.482,5,5,38.97958673,30.97083256,64.9242,19.482,64.9242,19.482,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,74,2,13,38,1582,0,BlockedShot,BOS,Emily Field,NA,NA,NA,-37.8972,17.357,5,5,18.75998939,53.97000664,-37.8972,17.357,37.8972,-17.357,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,75,2,13,38,1582,0,Faceoff,MIN,Hannah  Brandt,Dana Trivigno,NA,NA,66.132,-21.25,5,5,42.89965452,31.21710948,66.132,-21.25,66.132,-21.25,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,77,2,9,56,1804,222,Shot,BOS,Haley Skarupa,Julie Friend,NA,NA,49.203,-21.25,5,5,28.1004268,45.11500536,49.203,-21.25,49.203,-21.25,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,78,2,9,56,1804,0,Shot,MIN,Jonna  Curtis,Katie Burt,NA,NA,-73.7946,8.5,5,5,29.20571117,17.41993654,-73.7946,8.5,73.7946,-8.5,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,80,2,9,31,1829,25,Shot,BOS,Kaleigh Fratkin,Julie Friend,NA,NA,56.0538,17.357,5,5,27.78154353,37.23865657,56.0538,17.357,56.0538,17.357,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,81,2,9,31,1829,0,Shot,BOS,Mallory Souliotis,Julie Friend,NA,NA,53.2224,-8.5,5,5,13.3644933,36.7734505,53.2224,-8.5,53.2224,-8.5,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,82,2,9,31,1829,0,Shot,MIN,Allie Thunstrom,Katie Burt,NA,NA,-77.418,-3.5445,5,5,17.01595624,12.11223366,-77.418,-3.5445,77.418,3.5445,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,83,2,9,31,1829,0,Shot,BOS,Denisa  Krizova,Julie Friend,NA,NA,45.5598,-20.893,5,5,25.68569471,48.20340678,45.5598,-20.893,45.5598,-20.893,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,84,2,9,31,1829,0,Shot,MIN,Allie Thunstrom,Katie Burt,NA,NA,-60.489,-8.857,5,5,17.25751303,29.85504262,-60.489,-8.857,60.489,8.857,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,79,2,9,31,1829,0,Faceoff,BOS,Dana Trivigno,Hannah  Brandt,NA,NA,-65.736,19.482,5,5,39.94385781,30.3440607,-65.736,19.482,65.736,-19.482,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,87,2,7,35,1945,116,Shot,BOS,Lexi Bender,Julie Friend,NA,NA,35.4816,-15.5805,5,5,16.23155487,55.74021097,35.4816,-15.5805,35.4816,-15.5805,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,88,2,7,35,1945,0,Shot,MIN,Jonna  Curtis,Katie Burt,NA,NA,-72.9828,-5.3125,5,5,18.34937687,16.87522895,-72.9828,-5.3125,72.9828,5.3125,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,85,2,7,35,1945,0,Faceoff,BOS,Jillian Dempsey,Sadie Lundquist,NA,NA,-68.9634,-22.3125,5,5,48.07619629,29.98854774,-68.9634,-22.3125,68.9634,22.3125,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,86,2,7,35,1945,0,BlockedShot,MIN,Winny Brodt Brown,NA,NA,NA,54.0342,-3.5445,5,5,5.788327923,35.14499466,54.0342,-3.5445,54.0342,-3.5445,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,91,2,6,18,2022,77,Shot,BOS,Dana Trivigno,Julie Friend,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,93,2,6,18,2022,0,Shot,BOS,Lexi Bender,Julie Friend,NA,NA,52.8264,4.9555,5,5,7.800517999,36.5114546,52.8264,4.9555,52.8264,4.9555,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,94,2,6,18,2022,0,Shot,BOS,Lexi Bender,Julie Friend,NA,NA,55.242,2.8305,5,5,4.792856564,33.87645634,55.242,2.8305,55.242,2.8305,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,89,2,6,18,2022,0,Faceoff,BOS,Dana Trivigno,Kendall Coyne Schofield,NA,NA,-64.9242,18.4195,5,5,37.41825993,30.31372834,-64.9242,18.4195,64.9242,-18.4195,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,90,2,6,18,2022,0,BlockedShot,BOS,Toni Ann Miano ,NA,NA,NA,-57.2616,9.5625,5,5,16.76709091,33.14766117,-57.2616,9.5625,57.2616,-9.5625,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,92,2,6,18,2022,0,Faceoff,MIN,Meaghan  Pezon,Jillian Dempsey,NA,NA,24.5916,18.768,5,5,16.24562436,67.08710617,24.5916,18.768,24.5916,18.768,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,95,2,3,42,2178,156,Penalty,MIN,Amy  Menke,NA,NA,2 Hooking Minor,-86.2884,26.9195,5,5,84.24800066,27.05572499,-86.2884,26.9195,86.2884,-26.9195,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,3,96,2,3,42,2178,0,Faceoff,BOS,Gigi  Marvin,Hannah  Brandt,NA,NA,65.736,20.1875,5,5,40.95004094,30.80176703,65.736,20.1875,65.736,20.1875,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,97,2,3,28,2192,14,Goal,BOS,Alyssa Gagliardi,Denisa  Krizova,McKenna  Brand,NA,40.7286,0,4,5,0,48.2714,40.7286,0,40.7286,0,Julie Friend,Katie Burt,Alyssa Gagliardi,Haley Skarupa,Kaleigh Fratkin,Mallory Souliotis,McKenna Brand,NA,Kendall Coyne Schofield,Emma Stauber,Hannah Brandt,Winny Brodt Brown,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,98,2,3,28,2192,0,Faceoff,BOS,Dana Trivigno,Hannah  Brandt,NA,NA,-0.396,-3.5445,4,5,2.290829552,88.67486846,-0.396,-3.5445,0.396,3.5445,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,100,2,1,52,2288,96,Shot,BOS,McKenna  Brand,Julie Friend,NA,NA,37.8972,-15.5805,4,5,16.95570087,53.425164,37.8972,-15.5805,37.8972,-15.5805,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,99,2,1,52,2288,0,Faceoff,BOS,Gigi  Marvin,Katie McGovern,NA,NA,64.1124,-19.125,4,5,37.54065584,31.38723082,64.1124,-19.125,64.1124,-19.125,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,101,2,1,52,2288,0,Faceoff,MIN,Katie McGovern,Gigi  Marvin,NA,NA,66.132,-19.8305,4,5,40.93092873,30.26869925,66.132,-19.8305,66.132,-19.8305,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,102,2,0,39,2361,73,Faceoff,BOS,Jillian Dempsey,Hannah  Brandt,NA,NA,65.736,-23.375,5,5,45.13636269,32.97884657,65.736,-23.375,65.736,-23.375,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,104,3,20,0,2400,39,Faceoff,MIN,Hannah  Brandt,Dana Trivigno,NA,NA,0.0198,1.768,5,5,1.138293804,88.99776298,0.0198,1.768,0.0198,1.768,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,105,3,19,31,2429,29,Shot,MIN,Kendall Coyne Schofield,Katie Burt,NA,NA,-35.0658,24.7945,5,5,24.68907342,59.36046799,-35.0658,24.7945,35.0658,-24.7945,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,107,3,19,31,2429,0,Shot,BOS,Denisa  Krizova,Julie Friend,NA,NA,55.2618,0.7055,5,5,1.197938307,33.74557555,55.2618,0.7055,55.2618,0.7055,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,106,3,19,31,2429,0,Faceoff,BOS,Gigi  Marvin,Hannah  Brandt,NA,NA,-64.9044,21.607,5,5,41.8832057,32.36449271,-64.9044,21.607,64.9044,-21.607,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,108,3,19,31,2429,0,Faceoff,BOS,Jillian Dempsey,Katie McGovern,NA,NA,65.736,18.4195,5,5,38.37076553,29.67307999,65.736,18.4195,65.736,18.4195,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,109,3,19,31,2429,0,Faceoff,BOS,Dana Trivigno,Sadie Lundquist,NA,NA,-65.7162,-18.768,5,5,38.87068962,29.9060724,-65.7162,-18.768,65.7162,18.768,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,111,3,17,17,2563,134,Shot,MIN,Amanda Boulier,Katie Burt,NA,NA,-37.0854,-17,5,5,18.13159652,54.62715161,-37.0854,-17,37.0854,17,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,113,3,17,17,2563,0,Shot,MIN,Kendall Coyne Schofield,Katie Burt,NA,NA,-46.7676,-2.8305,5,5,3.834343489,42.32714661,-46.7676,-2.8305,46.7676,2.8305,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,115,3,17,17,2563,0,Shot,MIN,Jonna  Curtis,Katie Burt,NA,NA,-61.677,-9.5625,5,5,19.28901874,28.94801781,-61.677,-9.5625,61.677,9.5625,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,110,3,17,17,2563,0,Faceoff,BOS,Gigi  Marvin,Hannah  Brandt,NA,NA,23.4036,21.25,5,5,17.94976818,68.9525213,23.4036,21.25,23.4036,21.25,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,112,3,17,17,2563,0,Faceoff,MIN,Hannah  Brandt,Jillian Dempsey,NA,NA,-66.924,-17.357,5,5,38.17579075,28.0822938,-66.924,-17.357,66.924,17.357,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,114,3,17,17,2563,0,Faceoff,MIN,Hannah  Brandt,Jillian Dempsey,NA,NA,-66.1122,-18.4195,5,5,38.82619724,29.37906345,-66.1122,-18.4195,66.1122,18.4195,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,4,116,3,17,17,2563,0,Faceoff,MIN,Katie McGovern,Dana Trivigno,NA,NA,-66.1122,-16.643,5,5,36.02299705,28.2991314,-66.1122,-16.643,66.1122,16.643,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,117,3,15,1,2699,136,Goal,BOS,Mallory Souliotis,Gigi  Marvin,NA,NA,41.9562,-14.518,5,5,17.15054094,49.23303203,41.9562,-14.518,41.9562,-14.518,Julie Friend,Katie Burt,Denisa  Krizova,Mallory Souliotis,Gigi  Marvin,McKenna  Brand,Toni Ann Miano ,NA,Allie Thunstrom,Amy  Menke,Winny Brodt Brown,Meaghan  Pezon,Amy Schlagel,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,118,3,15,1,2699,0,Faceoff,BOS,Gigi  Marvin,Sadie Lundquist,NA,NA,-0.792,3.5445,5,5,2.301102946,88.27918636,-0.792,3.5445,0.792,-3.5445,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,119,3,15,1,2699,0,Faceoff,BOS,Jillian Dempsey,Sadie Lundquist,NA,NA,66.9438,-15.232,5,5,34.6289378,26.80465972,66.9438,-15.232,66.9438,-15.232,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,121,3,15,1,2699,0,Faceoff,MIN,Hannah  Brandt,Jillian Dempsey,NA,NA,-62.0928,20.5445,5,5,37.3628811,33.85371312,-62.0928,20.5445,62.0928,-20.5445,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,122,3,14,28,2732,33,Shot,MIN,Kendall Coyne Schofield,Katie Burt,NA,NA,-57.2418,-13.8125,5,5,23.5055251,34.63189893,-57.2418,-13.8125,57.2418,13.8125,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,125,3,14,28,2732,0,Shot,MIN,Allie Thunstrom,Katie Burt,NA,NA,-42.3324,-4.607,5,5,5.637940529,46.89444891,-42.3324,-4.607,42.3324,4.607,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,126,3,14,28,2732,0,Shot,MIN,Jonna  Curtis,Katie Burt,NA,NA,-50.8068,-10.982,5,5,16.04195937,39.7407203,-50.8068,-10.982,50.8068,10.982,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,120,3,14,28,2732,0,Penalty,BOS,Jordan Smelker,NA,NA,2 Hooking Minor,17.3448,-35.768,5,5,26.52691338,80.08631288,17.3448,-35.768,17.3448,-35.768,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,123,3,14,28,2732,0,Faceoff,MIN,Katie McGovern,Jillian Dempsey,NA,NA,64.5282,-17.357,5,5,35.34675739,30.00224065,64.5282,-17.357,64.5282,-17.357,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,124,3,14,28,2732,0,Faceoff,BOS,Gigi  Marvin,Meaghan  Pezon,NA,NA,-65.7162,20.893,5,5,41.90223715,31.28342679,-65.7162,20.893,65.7162,-20.893,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,127,3,10,52,2948,216,Faceoff,MIN,Hannah  Brandt,Jillian Dempsey,NA,NA,-68.1318,-19.8305,5,5,43.53943857,28.78767968,-68.1318,-19.8305,68.1318,19.8305,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,128,3,10,52,2948,0,Faceoff,BOS,Jillian Dempsey,Hannah  Brandt,NA,NA,-66.924,-19.125,5,5,40.9032159,29.20813929,-66.924,-19.125,66.924,19.125,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,5,129,3,9,2,3058,110,Shot,BOS,Toni Ann Miano ,Julie Friend,NA,NA,50.8266,10.982,5,5,16.04985171,39.7216917,50.8266,10.982,50.8266,10.982,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,6,130,3,8,44,3076,18,Goal,BOS,Denisa  Krizova,McKenna  Brand,NA,NA,77.4378,8.143,5,5,35.15618381,14.14188523,77.4378,8.143,77.4378,8.143,Julie Friend,Katie Burt,Lauren Kelly,McKenna  Brand,Mallory Souliotis,Toni Ann Miano ,Gigi  Marvin,NA,Allie Thunstrom,Winny Brodt Brown,Kate Schipper,Emma Stauber,Katie McGovern,NA,
2018,22207038,2/12/18,MIN,BOS,2,6,131,3,8,44,3076,0,Faceoff,BOS,Dana Trivigno,Meaghan  Pezon,NA,NA,-0.396,-1.0625,5,5,0.68703273,88.61037029,-0.396,-1.0625,0.396,1.0625,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,132,3,8,1,3119,43,Goal,BOS,Haley Skarupa,Jillian Dempsey,NA,NA,59.697,-4.25,5,5,8.252426719,29.60959826,59.697,-4.25,59.697,-4.25,Julie Friend,Katie Burt,Haley Skarupa,Kaleigh Fratkin,Jillian Dempsey,Amanda Pelkey,Lexi Bender,NA,Sadie Lundquist,Amy  Menke,Chelsey Brodt Rosenthal,Winny Brodt Brown,Meaghan  Pezon,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,137,3,8,1,3119,0,Shot,MIN,Allie Thunstrom,Katie Burt,NA,NA,-64.5084,-2.8305,5,5,6.592439996,24.65461825,-64.5084,-2.8305,64.5084,2.8305,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,138,3,8,1,3119,0,Shot,BOS,McKenna  Brand,Julie Friend,NA,NA,54.054,-6.732,5,5,10.90389077,35.58851978,54.054,-6.732,54.054,-6.732,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,139,3,8,1,3119,0,Shot,BOS,Lexi Bender,Julie Friend,NA,NA,58.0734,3.5445,5,5,6.538146073,31.12905504,58.0734,3.5445,58.0734,3.5445,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,133,3,8,1,3119,0,Faceoff,BOS,Gigi  Marvin,Katie McGovern,NA,NA,-2.8116,-0.357,5,5,0.237322845,86.18913936,-2.8116,-0.357,2.8116,0.357,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,134,3,8,1,3119,0,Penalty,MIN,Amy Schlagel,NA,NA,2 Tripping Minor,-17.325,-30.107,5,5,22.784784,77.74147589,-17.325,-30.107,17.325,30.107,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,135,3,8,1,3119,0,Faceoff,BOS,Gigi  Marvin,Katie McGovern,NA,NA,-64.5084,-18.4195,5,5,36.9458807,30.64500695,-64.5084,-18.4195,64.5084,18.4195,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,136,3,8,1,3119,0,Faceoff,BOS,Dana Trivigno,Sadie Lundquist,NA,NA,-66.528,21.25,5,5,43.39903893,30.92819562,-66.528,21.25,66.528,-21.25,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,140,3,2,5,3475,356,Faceoff,MIN,Hannah  Brandt,Jillian Dempsey,NA,NA,24.6114,22.6695,5,5,19.39579975,68.2627134,24.6114,22.6695,24.6114,22.6695,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,141,3,0,33,3567,92,Shot,MIN,Kate Schipper,Katie Burt,NA,NA,-40.3128,-12.0445,5,5,13.89516079,50.15489432,-40.3128,-12.0445,40.3128,12.0445,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,142,3,0,33,3567,0,Faceoff,MIN,Katie McGovern,Dana Trivigno,NA,NA,-68.1318,18.4195,5,5,41.43351678,27.83450649,-68.1318,18.4195,68.1318,-18.4195,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2018,22207038,2/12/18,MIN,BOS,2,7,143,3,0,33,3567,0,Faceoff,BOS,Gigi  Marvin,Katie McGovern,NA,NA,63.7362,20.1875,5,5,38.62724079,32.33874992,63.7362,20.1875,63.7362,20.1875,Julie Friend,Katie Burt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
