id,roster_id,jersey_number,updated_on,created_on,content_node_id,image_id,active_status,first_name,last_name,roster_type,list_position,status,thumbnail,url,position,title
27153415,3568198,23,2018-11-29T05:54:08-08:00,2018-09-05T08:18:17-07:00,42053527,109214627,TRUE,Tanja,Eisenschmid,player,3,active,https://cdn2.sportngin.com/attachments/roster_player_info/9925-109214627/Unknown-7_small.jpeg,https://www.nwhl.zone/roster_players/27153415,D,NA
27153481,3568198,5,2018-12-02T14:19:51-08:00,2018-09-05T08:19:29-07:00,42053618,109214438,TRUE,Winny,Brodt Brown,player,3,active,https://cdn4.sportngin.com/attachments/roster_player_info/281d-109214438/Unknown-6_small.jpeg,https://www.nwhl.zone/roster_players/27153481,D,NA
27153496,3568198,4,2018-12-02T14:19:51-08:00,2018-09-05T08:20:33-07:00,42053664,109214535,TRUE,Chelsey,Brodt Rosenthal,player,3,active,https://cdn1.sportngin.com/attachments/roster_player_info/5e06-109214535/Chelsey_cropped_medium_small.jpg,https://www.nwhl.zone/roster_players/27153496,D,NA
27153504,3568198,22,2018-11-29T05:54:08-08:00,2018-09-05T08:21:37-07:00,42053707,111121695,TRUE,Kalli,Funk,player,3,active,https://cdn2.sportngin.com/attachments/roster_player_info/af25-111121695/Shak-015-ME5_4418_small.jpg,https://www.nwhl.zone/roster_players/27153504,F,NA
27153545,3568198,16,2018-11-16T08:49:39-08:00,2018-09-05T08:23:04-07:00,42053787,111121529,TRUE,Margo,Lund,player,3,active,https://cdn1.sportngin.com/attachments/roster_player_info/b997-111121529/Shak-011-ME5_4383_small.jpg,https://www.nwhl.zone/roster_players/27153545,F,NA
27153579,3568198,91,2018-12-01T18:29:36-08:00,2018-09-05T08:24:18-07:00,42053841,111124464,TRUE,Haylea,Schmid,player,3,active,https://cdn2.sportngin.com/attachments/roster_player_info/d4df-111124464/Shak-037-ME5_4610_small.jpg,https://www.nwhl.zone/roster_players/27153579,F,NA
27383585,3568198,11,2018-11-16T08:49:24-08:00,2018-09-13T10:12:29-07:00,42351170,111124898,TRUE,Lisa,Martinson,player,3,active,https://cdn1.sportngin.com/attachments/roster_player_info/714f-111124898/Shak-041-ME5_4634_small.jpg,https://www.nwhl.zone/roster_players/27383585,F,NA
27383648,3568198,18,2018-12-02T14:18:37-08:00,2018-09-13T10:14:01-07:00,42351247,111123742,TRUE,Amy,Schlagel,player,3,active,https://cdn4.sportngin.com/attachments/roster_player_info/c19a-111123742/Shak-023-ME5_4474_small.jpg,https://www.nwhl.zone/roster_players/27383648,F,NA
29854971,3568193,69,2019-01-12T12:44:25-08:00,2019-01-02T09:09:45-08:00,42240691,NA,TRUE,Maria,Sorokina,player,2,active,/app_images/no_photo_neutral_30.svg,https://www.nwhl.zone/roster_players/29854971,G,NA
28981334,3568192,37,2019-01-03T12:29:02-08:00,2018-12-08T11:04:19-08:00,31653870,115222706,TRUE,Colleen ,Murphy,player,4,active,https://cdn4.sportngin.com/attachments/roster_player_info/914a-115222706/Murphy_small.jpg,https://www.nwhl.zone/roster_players/28981334,D,NA
24801485,3568192,33,2019-01-13T14:16:03-08:00,2018-05-08T08:48:17-07:00,23794052,114729201,TRUE,Laura,Brennan,player,1,active,https://cdn4.sportngin.com/attachments/roster_player_info/a5e8-114729201/Laura_small.jpg,https://www.nwhl.zone/roster_players/24801485,G,NA
